t, quat_w, quat_x, quat_y, quat_z, pos_x, pos_y, pos_z, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, LeftControl, RightControl,Pitch, PitchVel, 
0.010000, 1.000000, 0.000131, -0.000000, -0.000000, -0.000000, 0.000004, 0.039727, 0.052067, -0.000110, -0.000046, -0.000395, 0.090221, 8.663660, 0.016028, -0.016028, 0.000262, 0.052067, 
0.020000, 0.999999, -0.001545, -0.000001, 0.000000, -0.000000, -0.000137, 0.039377, -0.552011, -0.000184, 0.000108, -0.000086, -2.008998, 10.606781, -0.000473, 0.000473, -0.003089, -0.552011, 
0.030000, 0.999995, -0.003268, -0.000002, 0.000000, -0.000000, -0.000298, 0.039119, -0.225535, -0.000131, -0.000060, 0.000188, 0.778219, 11.138719, 0.006836, -0.006836, -0.006536, -0.225535, 
0.040000, 0.999989, -0.004711, -0.000002, -0.000000, -0.000000, -0.000454, 0.038981, -0.324307, -0.000115, -0.000062, 0.000072, -0.552593, 10.647224, 0.003471, -0.003471, -0.009422, -0.324307, 
0.050000, 0.999982, -0.006077, -0.000003, -0.000001, -0.000000, -0.000621, 0.038919, -0.243854, -0.000096, -0.000109, 0.000142, -0.011533, 10.258440, 0.004724, -0.004724, -0.012154, -0.243854, 
0.060000, 0.999973, -0.007299, -0.000003, -0.000001, -0.000000, -0.000790, 0.038897, -0.244277, -0.000073, -0.000119, 0.000152, -0.270816, 10.027139, 0.004002, -0.004002, -0.014597, -0.244277, 
0.070000, 0.999965, -0.008418, -0.000004, -0.000002, -0.000000, -0.000965, 0.038895, -0.211910, -0.000050, -0.000133, 0.000154, -0.181645, 9.904145, 0.004183, -0.004183, -0.016836, -0.211910, 
0.080000, 0.999956, -0.009430, -0.000004, -0.000002, -0.000000, -0.001145, 0.038901, -0.196594, -0.000032, -0.000138, 0.000141, -0.245868, 9.837965, 0.003998, -0.003998, -0.018860, -0.196594, 
0.090000, 0.999946, -0.010350, -0.000004, -0.000003, -0.000000, -0.001328, 0.038909, -0.176453, -0.000018, -0.000140, 0.000127, -0.242591, 9.807070, 0.003997, -0.003997, -0.020701, -0.176453, 
0.100000, 0.999937, -0.011184, -0.000004, -0.000004, -0.000000, -0.001517, 0.038918, -0.160927, -0.000008, -0.000140, 0.000113, -0.267747, 9.793805, 0.003935, -0.003935, -0.022369, -0.160927, 
0.110000, 0.999929, -0.011942, -0.000004, -0.000005, -0.000000, -0.001710, 0.038925, -0.145701, -0.000002, -0.000138, 0.000102, -0.278923, 9.790180, 0.003916, -0.003916, -0.023884, -0.145701, 
0.120000, 0.999920, -0.012630, -0.000004, -0.000005, -0.000000, -0.001908, 0.038930, -0.132472, 0.000002, -0.000135, 0.000093, -0.294522, 9.790703, 0.003893, -0.003893, -0.025260, -0.132472, 
0.132000, 0.999911, -0.013373, -0.000004, -0.000006, -0.000000, -0.002151, 0.038935, -0.118096, 0.000004, -0.000131, 0.000086, -0.309310, 9.793406, 0.003882, -0.003882, -0.026746, -0.118096, 
0.142000, 0.999903, -0.013930, -0.000004, -0.000007, -0.000000, -0.002360, 0.038938, -0.107353, 0.000005, -0.000127, 0.000082, -0.320244, 9.795885, 0.003882, -0.003882, -0.027862, -0.107353, 
0.152000, 0.999896, -0.014438, -0.000004, -0.000007, -0.000000, -0.002573, 0.038940, -0.097751, 0.000005, -0.000123, 0.000080, -0.330823, 9.798003, 0.003887, -0.003887, -0.028877, -0.097751, 
0.162000, 0.999889, -0.014900, -0.000004, -0.000008, -0.000000, -0.002791, 0.038941, -0.089058, 0.000005, -0.000119, 0.000079, -0.340056, 9.799647, 0.003899, -0.003899, -0.029802, -0.089058, 
0.172000, 0.999883, -0.015322, -0.000004, -0.000009, -0.000000, -0.003015, 0.038942, -0.081239, 0.000005, -0.000115, 0.000078, -0.348607, 9.800814, 0.003915, -0.003915, -0.030645, -0.081239, 
0.182000, 0.999877, -0.015707, -0.000004, -0.000009, -0.000000, -0.003243, 0.038942, -0.074185, 0.000004, -0.000111, 0.000078, -0.356307, 9.801590, 0.003937, -0.003937, -0.031416, -0.074185, 
0.192000, 0.999871, -0.016059, -0.000004, -0.000010, -0.000000, -0.003476, 0.038942, -0.067832, 0.000004, -0.000108, 0.000078, -0.363344, 9.802062, 0.003962, -0.003962, -0.032120, -0.067832, 
0.202000, 0.999866, -0.016382, -0.000004, -0.000010, -0.000000, -0.003715, 0.038943, -0.062108, 0.000004, -0.000105, 0.000078, -0.369740, 9.802314, 0.003992, -0.003992, -0.032765, -0.062108, 
0.212000, 0.999861, -0.016677, -0.000004, -0.000011, -0.000000, -0.003959, 0.038943, -0.056953, 0.000004, -0.000102, 0.000079, -0.375579, 9.802415, 0.004025, -0.004025, -0.033356, -0.056953, 
0.222000, 0.999856, -0.016948, -0.000004, -0.000011, -0.000000, -0.004207, 0.038943, -0.052310, 0.000003, -0.000099, 0.000079, -0.380909, 9.802416, 0.004060, -0.004060, -0.033898, -0.052310, 
0.232000, 0.999852, -0.017198, -0.000004, -0.000012, -0.000000, -0.004461, 0.038943, -0.048132, 0.000003, -0.000096, 0.000079, -0.385786, 9.802354, 0.004099, -0.004099, -0.034398, -0.048132, 
0.242000, 0.999848, -0.017428, -0.000004, -0.000012, -0.000000, -0.004720, 0.038943, -0.044371, 0.000003, -0.000094, 0.000079, -0.390253, 9.802255, 0.004140, -0.004140, -0.034858, -0.044371, 
0.254000, 0.999844, -0.017680, -0.000004, -0.000013, -0.000000, -0.005038, 0.038943, -0.040114, 0.000003, -0.000091, 0.000079, -0.393828, 9.802161, 0.004198, -0.004198, -0.035363, -0.040114, 
0.264000, 0.999840, -0.017874, -0.000004, -0.000013, -0.000000, -0.005309, 0.038943, -0.037483, 0.000003, -0.000089, 0.000079, -0.399891, 9.801945, 0.004235, -0.004235, -0.035750, -0.037483, 
0.274000, 0.999837, -0.018054, -0.000004, -0.000014, -0.000000, -0.005584, 0.038943, -0.034654, 0.000003, -0.000087, 0.000080, -0.401773, 9.801876, 0.004286, -0.004286, -0.036109, -0.034654, 
0.284000, 0.999834, -0.018221, -0.000004, -0.000014, -0.000000, -0.005865, 0.038943, -0.032317, 0.000003, -0.000085, 0.000080, -0.405602, 9.801725, 0.004333, -0.004333, -0.036444, -0.032317, 
0.294000, 0.999831, -0.018377, -0.000004, -0.000014, -0.000000, -0.006151, 0.038943, -0.030130, 0.000003, -0.000084, 0.000080, -0.408224, 9.801618, 0.004383, -0.004383, -0.036756, -0.030130, 
0.304000, 0.999828, -0.018523, -0.000004, -0.000015, -0.000000, -0.006442, 0.038943, -0.028207, 0.000003, -0.000082, 0.000080, -0.411058, 9.801500, 0.004433, -0.004433, -0.037047, -0.028207, 
0.314000, 0.999826, -0.018659, -0.000004, -0.000015, -0.000000, -0.006738, 0.038943, -0.026466, 0.000003, -0.000081, 0.000080, -0.413516, 9.801395, 0.004485, -0.004485, -0.037321, -0.026466, 
0.324000, 0.999823, -0.018788, -0.000004, -0.000016, -0.000000, -0.007040, 0.038943, -0.024914, 0.000003, -0.000079, 0.000080, -0.415885, 9.801293, 0.004538, -0.004538, -0.037578, -0.024914, 
0.334000, 0.999821, -0.018909, -0.000004, -0.000016, -0.000000, -0.007346, 0.038943, -0.023522, 0.000003, -0.000078, 0.000080, -0.418064, 9.801199, 0.004591, -0.004591, -0.037821, -0.023522, 
0.344000, 0.999819, -0.019024, -0.000004, -0.000016, -0.000000, -0.007657, 0.038943, -0.022279, 0.000003, -0.000077, 0.000080, -0.420120, 9.801110, 0.004645, -0.004645, -0.038051, -0.022279, 
0.354000, 0.999817, -0.019134, -0.000004, -0.000017, -0.000000, -0.007974, 0.038943, -0.021168, 0.000003, -0.000076, 0.000080, -0.422047, 9.801025, 0.004699, -0.004699, -0.038269, -0.021168, 
0.364000, 0.999815, -0.019237, -0.000004, -0.000017, -0.000000, -0.008295, 0.038943, -0.020178, 0.000003, -0.000075, 0.000080, -0.423866, 9.800945, 0.004754, -0.004754, -0.038477, -0.020178, 
0.374000, 0.999813, -0.019337, -0.000004, -0.000018, -0.000000, -0.008622, 0.038943, -0.019296, 0.000003, -0.000074, 0.000080, -0.425584, 9.800869, 0.004809, -0.004809, -0.038676, -0.019296, 
0.384000, 0.999811, -0.019432, -0.000004, -0.000018, -0.000001, -0.008953, 0.038943, -0.018512, 0.000003, -0.000074, 0.000080, -0.427214, 9.800797, 0.004864, -0.004864, -0.038866, -0.018512, 
0.394000, 0.999809, -0.019524, -0.000004, -0.000018, -0.000001, -0.009290, 0.038943, -0.017817, 0.000003, -0.000073, 0.000080, -0.428765, 9.800728, 0.004919, -0.004919, -0.039050, -0.017817, 
0.404000, 0.999808, -0.019612, -0.000004, -0.000019, -0.000001, -0.009631, 0.038943, -0.017201, 0.000003, -0.000072, 0.000080, -0.430246, 9.800662, 0.004974, -0.004974, -0.039226, -0.017201, 
0.414000, 0.999806, -0.019697, -0.000004, -0.000019, -0.000001, -0.009977, 0.038943, -0.016657, 0.000003, -0.000071, 0.000080, -0.431663, 9.800598, 0.005030, -0.005030, -0.039397, -0.016657, 
0.424000, 0.999804, -0.019780, -0.000004, -0.000019, -0.000001, -0.010329, 0.038943, -0.016179, 0.000003, -0.000071, 0.000080, -0.433025, 9.800537, 0.005085, -0.005085, -0.039563, -0.016179, 
0.434000, 0.999803, -0.019861, -0.000004, -0.000020, -0.000001, -0.010685, 0.038943, -0.015758, 0.000003, -0.000070, 0.000080, -0.434336, 9.800477, 0.005141, -0.005141, -0.039725, -0.015758, 
0.444000, 0.999801, -0.019940, -0.000004, -0.000020, -0.000001, -0.011045, 0.038943, -0.015391, 0.000003, -0.000069, 0.000080, -0.435604, 9.800420, 0.005196, -0.005196, -0.039883, -0.015391, 
0.454000, 0.999800, -0.020017, -0.000004, -0.000020, -0.000001, -0.011411, 0.038943, -0.015072, 0.000003, -0.000069, 0.000080, -0.436833, 9.800364, 0.005251, -0.005251, -0.040037, -0.015072, 
0.464000, 0.999798, -0.020093, -0.000004, -0.000021, -0.000001, -0.011782, 0.038943, -0.014795, 0.000003, -0.000068, 0.000080, -0.438027, 9.800309, 0.005306, -0.005306, -0.040188, -0.014795, 
0.474000, 0.999797, -0.020167, -0.000004, -0.000021, -0.000001, -0.012157, 0.038943, -0.014557, 0.000003, -0.000068, 0.000080, -0.439192, 9.800256, 0.005361, -0.005361, -0.040337, -0.014557, 
0.484000, 0.999795, -0.020240, -0.000004, -0.000021, -0.000001, -0.012537, 0.038943, -0.014355, 0.000003, -0.000067, 0.000080, -0.440330, 9.800203, 0.005415, -0.005415, -0.040484, -0.014355, 
0.494000, 0.999794, -0.020313, -0.000004, -0.000022, -0.000001, -0.012921, 0.038943, -0.014183, 0.000003, -0.000067, 0.000080, -0.441444, 9.800152, 0.005469, -0.005469, -0.040628, -0.014183, 
0.506000, 0.999792, -0.020398, -0.000004, -0.000022, -0.000001, -0.013389, 0.038943, -0.013711, 0.000003, -0.000066, 0.000080, -0.441090, 9.800162, 0.005541, -0.005541, -0.040799, -0.013711, 
0.516000, 0.999790, -0.020469, -0.000004, -0.000023, -0.000001, -0.013783, 0.038943, -0.014017, 0.000003, -0.000066, 0.000080, -0.445104, 9.799987, 0.005584, -0.005584, -0.040940, -0.014017, 
0.526000, 0.999789, -0.020539, -0.000004, -0.000023, -0.000001, -0.014183, 0.038943, -0.013745, 0.000003, -0.000065, 0.000080, -0.444317, 9.800017, 0.005642, -0.005642, -0.041081, -0.013745, 
0.536000, 0.999788, -0.020609, -0.000004, -0.000023, -0.000001, -0.014586, 0.038943, -0.013757, 0.000003, -0.000065, 0.000080, -0.446178, 9.799933, 0.005693, -0.005693, -0.041221, -0.013757, 
0.546000, 0.999786, -0.020679, -0.000004, -0.000023, -0.000001, -0.014995, 0.038943, -0.013672, 0.000003, -0.000064, 0.000079, -0.446860, 9.799899, 0.005746, -0.005746, -0.041360, -0.013672, 
0.556000, 0.999785, -0.020748, -0.000004, -0.000024, -0.000001, -0.015408, 0.038943, -0.013654, 0.000003, -0.000064, 0.000079, -0.448044, 9.799844, 0.005798, -0.005798, -0.041499, -0.013654, 
0.566000, 0.999783, -0.020817, -0.000004, -0.000024, -0.000001, -0.015825, 0.038943, -0.013629, 0.000003, -0.000063, 0.000079, -0.448998, 9.799799, 0.005850, -0.005850, -0.041637, -0.013629, 
0.576000, 0.999782, -0.020886, -0.000004, -0.000024, -0.000001, -0.016246, 0.038943, -0.013626, 0.000003, -0.000063, 0.000079, -0.450045, 9.799750, 0.005901, -0.005901, -0.041776, -0.013626, 
0.586000, 0.999780, -0.020956, -0.000004, -0.000025, -0.000001, -0.016672, 0.038943, -0.013632, 0.000003, -0.000063, 0.000079, -0.451045, 9.799703, 0.005952, -0.005952, -0.041914, -0.013632, 
0.596000, 0.999779, -0.021025, -0.000004, -0.000025, -0.000001, -0.017103, 0.038943, -0.013649, 0.000003, -0.000062, 0.000079, -0.452061, 9.799655, 0.006002, -0.006002, -0.042053, -0.013649, 
0.606000, 0.999777, -0.021094, -0.000004, -0.000025, -0.000001, -0.017537, 0.038943, -0.013676, 0.000003, -0.000062, 0.000079, -0.453067, 9.799607, 0.006052, -0.006052, -0.042192, -0.013676, 
0.616000, 0.999776, -0.021164, -0.000004, -0.000026, -0.000001, -0.017976, 0.038943, -0.013711, 0.000003, -0.000061, 0.000079, -0.454076, 9.799559, 0.006102, -0.006102, -0.042331, -0.013711, 
0.626000, 0.999775, -0.021233, -0.000004, -0.000026, -0.000001, -0.018419, 0.038943, -0.013755, 0.000003, -0.000061, 0.000079, -0.455084, 9.799511, 0.006151, -0.006151, -0.042470, -0.013755, 
0.636000, 0.999773, -0.021303, -0.000004, -0.000026, -0.000001, -0.018866, 0.038943, -0.013805, 0.000003, -0.000060, 0.000079, -0.456093, 9.799462, 0.006199, -0.006199, -0.042610, -0.013805, 
0.646000, 0.999772, -0.021374, -0.000004, -0.000027, -0.000001, -0.019317, 0.038943, -0.013861, 0.000003, -0.000060, 0.000079, -0.457103, 9.799414, 0.006247, -0.006247, -0.042750, -0.013861, 
0.656000, 0.999770, -0.021444, -0.000004, -0.000027, -0.000001, -0.019773, 0.038943, -0.013923, 0.000003, -0.000059, 0.000079, -0.458115, 9.799365, 0.006295, -0.006295, -0.042891, -0.013923, 
0.666000, 0.999769, -0.021515, -0.000004, -0.000027, -0.000001, -0.020232, 0.038943, -0.013989, 0.000003, -0.000059, 0.000079, -0.459130, 9.799316, 0.006342, -0.006342, -0.043033, -0.013989, 
0.676000, 0.999767, -0.021586, -0.000004, -0.000027, -0.000001, -0.020696, 0.038943, -0.014060, 0.000003, -0.000059, 0.000079, -0.460148, 9.799267, 0.006388, -0.006388, -0.043175, -0.014060, 
0.686000, 0.999765, -0.021657, -0.000004, -0.000028, -0.000001, -0.021163, 0.038943, -0.014135, 0.000003, -0.000058, 0.000079, -0.461170, 9.799218, 0.006434, -0.006434, -0.043318, -0.014135, 
0.696000, 0.999764, -0.021729, -0.000004, -0.000028, -0.000001, -0.021634, 0.038943, -0.014213, 0.000003, -0.000058, 0.000079, -0.462196, 9.799168, 0.006479, -0.006479, -0.043462, -0.014213, 
0.706000, 0.999762, -0.021801, -0.000004, -0.000028, -0.000001, -0.022110, 0.038943, -0.014295, 0.000002, -0.000057, 0.000079, -0.463226, 9.799118, 0.006524, -0.006524, -0.043606, -0.014295, 
0.716000, 0.999761, -0.021874, -0.000004, -0.000029, -0.000001, -0.022589, 0.038943, -0.014378, 0.000002, -0.000057, 0.000079, -0.464261, 9.799068, 0.006568, -0.006568, -0.043752, -0.014378, 
0.726000, 0.999759, -0.021947, -0.000004, -0.000029, -0.000001, -0.023072, 0.038943, -0.014465, 0.000002, -0.000056, 0.000079, -0.465301, 9.799017, 0.006612, -0.006612, -0.043898, -0.014465, 
0.736000, 0.999758, -0.022021, -0.000004, -0.000029, -0.000001, -0.023558, 0.038943, -0.014553, 0.000002, -0.000056, 0.000079, -0.466345, 9.798966, 0.006655, -0.006655, -0.044045, -0.014553, 
0.746000, 0.999756, -0.022095, -0.000004, -0.000029, -0.000001, -0.024049, 0.038943, -0.014643, 0.000002, -0.000055, 0.000079, -0.467395, 9.798915, 0.006698, -0.006698, -0.044193, -0.014643, 
0.756000, 0.999754, -0.022169, -0.000004, -0.000030, -0.000001, -0.024543, 0.038943, -0.014735, 0.000002, -0.000055, 0.000079, -0.468451, 9.798863, 0.006740, -0.006740, -0.044341, -0.014735, 
0.766000, 0.999753, -0.022244, -0.000004, -0.000030, -0.000001, -0.025040, 0.038943, -0.014827, 0.000002, -0.000054, 0.000079, -0.469512, 9.798811, 0.006781, -0.006781, -0.044491, -0.014827, 
0.776000, 0.999751, -0.022319, -0.000003, -0.000030, -0.000001, -0.025541, 0.038943, -0.014921, 0.000002, -0.000054, 0.000079, -0.470579, 9.798759, 0.006822, -0.006822, -0.044642, -0.014921, 
0.786000, 0.999749, -0.022395, -0.000003, -0.000031, -0.000001, -0.026046, 0.038943, -0.015016, 0.000002, -0.000053, 0.000079, -0.471653, 9.798706, 0.006862, -0.006862, -0.044793, -0.015016, 
0.796000, 0.999747, -0.022471, -0.000003, -0.000031, -0.000001, -0.026554, 0.038943, -0.015112, 0.000002, -0.000053, 0.000079, -0.472732, 9.798653, 0.006902, -0.006902, -0.044946, -0.015112, 
0.806000, 0.999746, -0.022548, -0.000003, -0.000031, -0.000001, -0.027066, 0.038943, -0.015208, 0.000002, -0.000052, 0.000079, -0.473817, 9.798599, 0.006941, -0.006941, -0.045099, -0.015208, 
0.816000, 0.999744, -0.022625, -0.000003, -0.000031, -0.000001, -0.027581, 0.038943, -0.015304, 0.000002, -0.000052, 0.000079, -0.474909, 9.798545, 0.006979, -0.006979, -0.045253, -0.015304, 
0.826000, 0.999742, -0.022702, -0.000003, -0.000032, -0.000001, -0.028100, 0.038943, -0.015401, 0.000002, -0.000051, 0.000079, -0.476006, 9.798490, 0.007017, -0.007017, -0.045408, -0.015401, 
0.836000, 0.999740, -0.022780, -0.000003, -0.000032, -0.000002, -0.028621, 0.038943, -0.015498, 0.000002, -0.000051, 0.000079, -0.477111, 9.798435, 0.007054, -0.007054, -0.045565, -0.015498, 
0.846000, 0.999739, -0.022859, -0.000003, -0.000032, -0.000002, -0.029147, 0.038943, -0.015596, 0.000002, -0.000050, 0.000079, -0.478221, 9.798380, 0.007091, -0.007091, -0.045722, -0.015596, 
0.856000, 0.999737, -0.022938, -0.000003, -0.000032, -0.000002, -0.029675, 0.038943, -0.015693, 0.000002, -0.000050, 0.000079, -0.479338, 9.798324, 0.007127, -0.007127, -0.045880, -0.015693, 
0.866000, 0.999735, -0.023017, -0.000003, -0.000033, -0.000002, -0.030206, 0.038943, -0.015790, 0.000002, -0.000049, 0.000079, -0.480461, 9.798268, 0.007162, -0.007162, -0.046039, -0.015790, 
0.876000, 0.999733, -0.023097, -0.000003, -0.000033, -0.000002, -0.030741, 0.038943, -0.015887, 0.000002, -0.000048, 0.000079, -0.481591, 9.798211, 0.007197, -0.007197, -0.046199, -0.015887, 
0.886000, 0.999731, -0.023178, -0.000003, -0.000033, -0.000002, -0.031278, 0.038943, -0.015984, 0.000002, -0.000048, 0.000079, -0.482727, 9.798154, 0.007231, -0.007231, -0.046360, -0.015984, 
0.896000, 0.999729, -0.023259, -0.000003, -0.000033, -0.000002, -0.031819, 0.038943, -0.016080, 0.000002, -0.000047, 0.000079, -0.483870, 9.798097, 0.007264, -0.007264, -0.046521, -0.016080, 
0.906000, 0.999728, -0.023340, -0.000003, -0.000034, -0.000002, -0.032363, 0.038943, -0.016176, 0.000002, -0.000047, 0.000079, -0.485019, 9.798039, 0.007297, -0.007297, -0.046684, -0.016176, 
0.916000, 0.999726, -0.023422, -0.000003, -0.000034, -0.000002, -0.032909, 0.038943, -0.016272, 0.000002, -0.000046, 0.000079, -0.486174, 9.797980, 0.007329, -0.007329, -0.046848, -0.016272, 
0.926000, 0.999724, -0.023504, -0.000003, -0.000034, -0.000002, -0.033459, 0.038943, -0.016367, 0.000002, -0.000046, 0.000079, -0.487336, 9.797921, 0.007361, -0.007361, -0.047012, -0.016367, 
0.936000, 0.999722, -0.023587, -0.000003, -0.000034, -0.000002, -0.034011, 0.038943, -0.016461, 0.000002, -0.000045, 0.000080, -0.488504, 9.797862, 0.007392, -0.007392, -0.047178, -0.016461, 
0.946000, 0.999720, -0.023670, -0.000003, -0.000034, -0.000002, -0.034566, 0.038943, -0.016555, 0.000002, -0.000044, 0.000080, -0.489678, 9.797802, 0.007422, -0.007422, -0.047344, -0.016555, 
0.956000, 0.999718, -0.023754, -0.000003, -0.000035, -0.000002, -0.035124, 0.038943, -0.016649, 0.000002, -0.000044, 0.000080, -0.490859, 9.797742, 0.007451, -0.007451, -0.047512, -0.016649, 
0.966000, 0.999716, -0.023838, -0.000003, -0.000035, -0.000002, -0.035685, 0.038943, -0.016742, 0.000002, -0.000043, 0.000080, -0.492046, 9.797681, 0.007480, -0.007480, -0.047680, -0.016742, 
0.976000, 0.999714, -0.023922, -0.000003, -0.000035, -0.000002, -0.036248, 0.038943, -0.016834, 0.000002, -0.000043, 0.000080, -0.493239, 9.797620, 0.007508, -0.007508, -0.047849, -0.016834, 
0.986000, 0.999712, -0.024007, -0.000003, -0.000035, -0.000002, -0.036814, 0.038943, -0.016925, 0.000002, -0.000042, 0.000080, -0.494438, 9.797559, 0.007536, -0.007536, -0.048019, -0.016925, 
0.996000, 0.999710, -0.024093, -0.000003, -0.000036, -0.000002, -0.037382, 0.038943, -0.017016, 0.000002, -0.000041, 0.000080, -0.495644, 9.797497, 0.007563, -0.007563, -0.048190, -0.017016, 
1.008000, 0.999707, -0.024196, -0.000003, -0.000036, -0.000002, -0.038067, 0.038943, -0.016975, 0.000002, -0.000041, 0.000080, -0.496284, 9.797462, 0.007595, -0.007595, -0.048396, -0.016975, 
1.018000, 0.999705, -0.024282, -0.000003, -0.000036, -0.000002, -0.038641, 0.038943, -0.017176, 0.000002, -0.000040, 0.000080, -0.498653, 9.797342, 0.007618, -0.007618, -0.048568, -0.017176, 
1.028000, 0.999703, -0.024368, -0.000003, -0.000036, -0.000002, -0.039217, 0.038943, -0.017226, 0.000002, -0.000039, 0.000080, -0.499410, 9.797302, 0.007644, -0.007644, -0.048741, -0.017226, 
1.038000, 0.999701, -0.024455, -0.000003, -0.000036, -0.000002, -0.039795, 0.038943, -0.017339, 0.000002, -0.000039, 0.000080, -0.500834, 9.797229, 0.007668, -0.007668, -0.048915, -0.017339, 
1.048000, 0.999699, -0.024543, -0.000003, -0.000037, -0.000002, -0.040376, 0.038943, -0.017422, 0.000002, -0.000038, 0.000080, -0.501977, 9.797169, 0.007691, -0.007691, -0.049090, -0.017422, 
1.058000, 0.999697, -0.024630, -0.000003, -0.000037, -0.000002, -0.040959, 0.038943, -0.017516, 0.000002, -0.000037, 0.000080, -0.503253, 9.797103, 0.007714, -0.007714, -0.049266, -0.017516, 
1.068000, 0.999694, -0.024719, -0.000003, -0.000037, -0.000002, -0.041544, 0.038943, -0.017604, 0.000002, -0.000037, 0.000080, -0.504480, 9.797039, 0.007736, -0.007736, -0.049442, -0.017604, 
1.078000, 0.999692, -0.024807, -0.000003, -0.000037, -0.000002, -0.042131, 0.038943, -0.017692, 0.000002, -0.000036, 0.000080, -0.505737, 9.796973, 0.007757, -0.007757, -0.049620, -0.017692, 
1.088000, 0.999690, -0.024896, -0.000003, -0.000037, -0.000002, -0.042720, 0.038943, -0.017778, 0.000002, -0.000035, 0.000080, -0.506989, 9.796907, 0.007777, -0.007777, -0.049798, -0.017778, 
1.098000, 0.999688, -0.024986, -0.000003, -0.000037, -0.000003, -0.043312, 0.038943, -0.017863, 0.000002, -0.000035, 0.000080, -0.508252, 9.796841, 0.007797, -0.007797, -0.049977, -0.017863, 
1.108000, 0.999686, -0.025076, -0.000003, -0.000038, -0.000003, -0.043905, 0.038943, -0.017947, 0.000002, -0.000034, 0.000080, -0.509519, 9.796775, 0.007816, -0.007816, -0.050157, -0.017947, 
1.118000, 0.999683, -0.025166, -0.000003, -0.000038, -0.000003, -0.044500, 0.038943, -0.018030, 0.000002, -0.000033, 0.000080, -0.510792, 9.796707, 0.007835, -0.007835, -0.050338, -0.018030, 
1.128000, 0.999681, -0.025257, -0.000003, -0.000038, -0.000003, -0.045097, 0.038943, -0.018111, 0.000002, -0.000033, 0.000080, -0.512071, 9.796640, 0.007852, -0.007852, -0.050520, -0.018111, 
1.138000, 0.999679, -0.025348, -0.000003, -0.000038, -0.000003, -0.045696, 0.038943, -0.018191, 0.000002, -0.000032, 0.000080, -0.513355, 9.796572, 0.007869, -0.007869, -0.050702, -0.018191, 
1.148000, 0.999676, -0.025440, -0.000003, -0.000038, -0.000003, -0.046296, 0.038943, -0.018269, 0.000002, -0.000031, 0.000080, -0.514644, 9.796503, 0.007885, -0.007885, -0.050885, -0.018269, 
1.158000, 0.999674, -0.025532, -0.000003, -0.000038, -0.000003, -0.046898, 0.038943, -0.018347, 0.000002, -0.000030, 0.000080, -0.515939, 9.796434, 0.007901, -0.007901, -0.051069, -0.018347, 
1.168000, 0.999672, -0.025624, -0.000003, -0.000039, -0.000003, -0.047502, 0.038943, -0.018423, 0.000002, -0.000030, 0.000080, -0.517239, 9.796365, 0.007916, -0.007916, -0.051253, -0.018423, 
1.178000, 0.999669, -0.025716, -0.000003, -0.000039, -0.000003, -0.048107, 0.038943, -0.018498, 0.000001, -0.000029, 0.000080, -0.518544, 9.796295, 0.007930, -0.007930, -0.051439, -0.018498, 
1.188000, 0.999667, -0.025809, -0.000003, -0.000039, -0.000003, -0.048714, 0.038943, -0.018572, 0.000001, -0.000028, 0.000080, -0.519855, 9.796225, 0.007943, -0.007943, -0.051625, -0.018572, 
1.198000, 0.999664, -0.025903, -0.000003, -0.000039, -0.000003, -0.049323, 0.038943, -0.018645, 0.000001, -0.000027, 0.000080, -0.521170, 9.796155, 0.007956, -0.007956, -0.051811, -0.018645, 
1.208000, 0.999662, -0.025996, -0.000003, -0.000039, -0.000003, -0.049932, 0.038943, -0.018716, 0.000001, -0.000027, 0.000080, -0.522490, 9.796084, 0.007967, -0.007967, -0.051999, -0.018716, 
1.218000, 0.999660, -0.026090, -0.000003, -0.000039, -0.000003, -0.050543, 0.038943, -0.018786, 0.000001, -0.000026, 0.000080, -0.523814, 9.796013, 0.007979, -0.007979, -0.052187, -0.018786, 
1.228000, 0.999657, -0.026185, -0.000003, -0.000039, -0.000003, -0.051156, 0.038943, -0.018855, 0.000001, -0.000025, 0.000080, -0.525143, 9.795941, 0.007989, -0.007989, -0.052375, -0.018855, 
1.238000, 0.999655, -0.026279, -0.000003, -0.000040, -0.000003, -0.051770, 0.038943, -0.018923, 0.000001, -0.000024, 0.000080, -0.526477, 9.795869, 0.007999, -0.007999, -0.052565, -0.018923, 
1.248000, 0.999652, -0.026374, -0.000003, -0.000040, -0.000003, -0.052384, 0.038943, -0.018989, 0.000001, -0.000024, 0.000080, -0.527816, 9.795796, 0.008007, -0.008007, -0.052755, -0.018989, 
1.258000, 0.999650, -0.026470, -0.000003, -0.000040, -0.000003, -0.053000, 0.038943, -0.019054, 0.000001, -0.000023, 0.000080, -0.529159, 9.795723, 0.008016, -0.008016, -0.052945, -0.019054, 
1.268000, 0.999647, -0.026565, -0.000003, -0.000040, -0.000003, -0.053617, 0.038943, -0.019118, 0.000001, -0.000022, 0.000081, -0.530506, 9.795650, 0.008023, -0.008023, -0.053137, -0.019118, 
1.278000, 0.999645, -0.026661, -0.000003, -0.000040, -0.000003, -0.054235, 0.038943, -0.019181, 0.000001, -0.000021, 0.000081, -0.531857, 9.795576, 0.008030, -0.008030, -0.053329, -0.019181, 
