t, quat_w, quat_x, quat_y, quat_z, pos_x, pos_y, pos_z, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, LeftControl, RightControl,Pitch, PitchVel, 
11.608000, 0.999487, -0.032041, -0.000005, 0.000014, -0.000019, -0.104708, 0.038943, 0.004164, -0.000002, 0.000038, 0.000081, -0.607340, 9.791203, -0.002128, 0.002128, -0.064094, 0.004164, 
11.618000, 0.999487, -0.032020, -0.000005, 0.000014, -0.000019, -0.104560, 0.038943, 0.004209, -0.000002, 0.000037, 0.000081, -0.607037, 9.791221, -0.002156, 0.002156, -0.064051, 0.004209, 
11.628000, 0.999488, -0.031998, -0.000005, 0.000014, -0.000019, -0.104409, 0.038943, 0.004255, -0.000002, 0.000037, 0.000081, -0.606730, 9.791240, -0.002183, 0.002183, -0.064007, 0.004255, 
11.638000, 0.999489, -0.031976, -0.000005, 0.000014, -0.000019, -0.104256, 0.038943, 0.004300, -0.000002, 0.000037, 0.000081, -0.606421, 9.791259, -0.002210, 0.002210, -0.063963, 0.004300, 
11.648000, 0.999489, -0.031954, -0.000005, 0.000014, -0.000019, -0.104101, 0.038943, 0.004345, -0.000002, 0.000037, 0.000081, -0.606108, 9.791278, -0.002237, 0.002237, -0.063919, 0.004345, 
11.658000, 0.999490, -0.031931, -0.000005, 0.000015, -0.000019, -0.103944, 0.038943, 0.004390, -0.000002, 0.000037, 0.000081, -0.605792, 9.791298, -0.002264, 0.002264, -0.063874, 0.004390, 
11.668000, 0.999491, -0.031909, -0.000005, 0.000015, -0.000019, -0.103784, 0.038943, 0.004434, -0.000002, 0.000037, 0.000081, -0.605473, 9.791317, -0.002291, 0.002291, -0.063829, 0.004434, 
11.678000, 0.999492, -0.031886, -0.000005, 0.000015, -0.000019, -0.103623, 0.038943, 0.004478, -0.000002, 0.000037, 0.000081, -0.605151, 9.791337, -0.002317, 0.002317, -0.063783, 0.004478, 
11.688000, 0.999492, -0.031863, -0.000005, 0.000015, -0.000019, -0.103459, 0.038943, 0.004521, -0.000002, 0.000037, 0.000081, -0.604826, 9.791357, -0.002344, 0.002344, -0.063737, 0.004521, 
11.698000, 0.999493, -0.031840, -0.000005, 0.000015, -0.000019, -0.103293, 0.038943, 0.004564, -0.000002, 0.000036, 0.000081, -0.604498, 9.791377, -0.002370, 0.002370, -0.063690, 0.004564, 
11.708000, 0.999494, -0.031816, -0.000005, 0.000016, -0.000019, -0.103124, 0.038943, 0.004607, -0.000002, 0.000036, 0.000081, -0.604168, 9.791397, -0.002396, 0.002396, -0.063643, 0.004607, 
11.718000, 0.999494, -0.031793, -0.000005, 0.000016, -0.000019, -0.102954, 0.038943, 0.004649, -0.000002, 0.000036, 0.000081, -0.603834, 9.791417, -0.002421, 0.002421, -0.063596, 0.004649, 
11.728000, 0.999495, -0.031769, -0.000005, 0.000016, -0.000019, -0.102781, 0.038943, 0.004691, -0.000002, 0.000036, 0.000081, -0.603497, 9.791438, -0.002447, 0.002447, -0.063548, 0.004691, 
11.738000, 0.999496, -0.031745, -0.000005, 0.000016, -0.000019, -0.102607, 0.038943, 0.004733, -0.000002, 0.000036, 0.000081, -0.603158, 9.791458, -0.002472, 0.002472, -0.063500, 0.004733, 
11.748000, 0.999497, -0.031720, -0.000005, 0.000016, -0.000019, -0.102430, 0.038943, 0.004774, -0.000002, 0.000036, 0.000081, -0.602815, 9.791479, -0.002497, 0.002497, -0.063451, 0.004774, 
11.758000, 0.999498, -0.031696, -0.000005, 0.000016, -0.000019, -0.102251, 0.038943, 0.004815, -0.000002, 0.000036, 0.000081, -0.602470, 9.791500, -0.002522, 0.002522, -0.063402, 0.004815, 
11.768000, 0.999498, -0.031671, -0.000005, 0.000017, -0.000019, -0.102070, 0.038943, 0.004856, -0.000002, 0.000035, 0.000081, -0.602122, 9.791521, -0.002547, 0.002547, -0.063353, 0.004856, 
11.778000, 0.999499, -0.031646, -0.000005, 0.000017, -0.000019, -0.101887, 0.038943, 0.004896, -0.000002, 0.000035, 0.000081, -0.601771, 9.791543, -0.002571, 0.002571, -0.063303, 0.004896, 
11.788000, 0.999500, -0.031621, -0.000005, 0.000017, -0.000019, -0.101703, 0.038943, 0.004936, -0.000002, 0.000035, 0.000081, -0.601417, 9.791564, -0.002595, 0.002595, -0.063253, 0.004936, 
11.798000, 0.999501, -0.031596, -0.000005, 0.000017, -0.000019, -0.101516, 0.038943, 0.004975, -0.000002, 0.000035, 0.000081, -0.601061, 9.791586, -0.002620, 0.002620, -0.063202, 0.004975, 
11.808000, 0.999502, -0.031570, -0.000005, 0.000017, -0.000019, -0.101327, 0.038943, 0.005014, -0.000002, 0.000035, 0.000081, -0.600702, 9.791607, -0.002643, 0.002643, -0.063151, 0.005014, 
11.818000, 0.999502, -0.031545, -0.000005, 0.000018, -0.000019, -0.101136, 0.038943, 0.005053, -0.000002, 0.000035, 0.000081, -0.600340, 9.791629, -0.002667, 0.002667, -0.063100, 0.005053, 
11.828000, 0.999503, -0.031519, -0.000005, 0.000018, -0.000019, -0.100943, 0.038943, 0.005091, -0.000002, 0.000034, 0.000081, -0.599976, 9.791652, -0.002691, 0.002691, -0.063048, 0.005091, 
11.838000, 0.999504, -0.031493, -0.000005, 0.000018, -0.000019, -0.100748, 0.038943, 0.005129, -0.000002, 0.000034, 0.000081, -0.599609, 9.791674, -0.002714, 0.002714, -0.062996, 0.005129, 
11.848000, 0.999505, -0.031466, -0.000005, 0.000018, -0.000019, -0.100551, 0.038943, 0.005166, -0.000002, 0.000034, 0.000081, -0.599240, 9.791696, -0.002737, 0.002737, -0.062943, 0.005166, 
11.858000, 0.999506, -0.031440, -0.000005, 0.000018, -0.000019, -0.100352, 0.038943, 0.005203, -0.000002, 0.000034, 0.000081, -0.598867, 9.791719, -0.002760, 0.002760, -0.062890, 0.005203, 
11.868000, 0.999506, -0.031413, -0.000005, 0.000018, -0.000019, -0.100151, 0.038943, 0.005240, -0.000002, 0.000034, 0.000081, -0.598493, 9.791741, -0.002782, 0.002782, -0.062837, 0.005240, 
11.878000, 0.999507, -0.031387, -0.000005, 0.000019, -0.000019, -0.099949, 0.038943, 0.005276, -0.000002, 0.000034, 0.000081, -0.598116, 9.791764, -0.002805, 0.002805, -0.062784, 0.005276, 
11.888000, 0.999508, -0.031360, -0.000005, 0.000019, -0.000019, -0.099744, 0.038943, 0.005312, -0.000002, 0.000033, 0.000081, -0.597736, 9.791787, -0.002827, 0.002827, -0.062730, 0.005312, 
11.898000, 0.999509, -0.031333, -0.000005, 0.000019, -0.000019, -0.099538, 0.038943, 0.005348, -0.000002, 0.000033, 0.000081, -0.597354, 9.791810, -0.002849, 0.002849, -0.062675, 0.005348, 
11.908000, 0.999510, -0.031305, -0.000005, 0.000019, -0.000019, -0.099330, 0.038943, 0.005383, -0.000002, 0.000033, 0.000081, -0.596970, 9.791833, -0.002871, 0.002871, -0.062621, 0.005383, 
11.918000, 0.999511, -0.031278, -0.000005, 0.000019, -0.000019, -0.099120, 0.038943, 0.005417, -0.000002, 0.000033, 0.000081, -0.596583, 9.791857, -0.002892, 0.002892, -0.062566, 0.005417, 
11.928000, 0.999512, -0.031250, -0.000005, 0.000019, -0.000019, -0.098908, 0.038943, 0.005451, -0.000002, 0.000033, 0.000081, -0.596194, 9.791880, -0.002913, 0.002913, -0.062511, 0.005451, 
11.938000, 0.999512, -0.031222, -0.000005, 0.000020, -0.000019, -0.098694, 0.038943, 0.005485, -0.000002, 0.000033, 0.000081, -0.595802, 9.791904, -0.002934, 0.002934, -0.062455, 0.005485, 
11.948000, 0.999513, -0.031194, -0.000005, 0.000020, -0.000019, -0.098479, 0.038943, 0.005519, -0.000002, 0.000032, 0.000081, -0.595408, 9.791927, -0.002955, 0.002955, -0.062399, 0.005519, 
11.958000, 0.999514, -0.031166, -0.000005, 0.000020, -0.000019, -0.098262, 0.038943, 0.005552, -0.000002, 0.000032, 0.000081, -0.595012, 9.791951, -0.002976, 0.002976, -0.062343, 0.005552, 
11.968000, 0.999515, -0.031138, -0.000005, 0.000020, -0.000019, -0.098043, 0.038943, 0.005584, -0.000002, 0.000032, 0.000081, -0.594614, 9.791975, -0.002996, 0.002996, -0.062286, 0.005584, 
11.978000, 0.999516, -0.031110, -0.000005, 0.000020, -0.000019, -0.097822, 0.038943, 0.005617, -0.000002, 0.000032, 0.000081, -0.594214, 9.791999, -0.003016, 0.003016, -0.062229, 0.005617, 
11.988000, 0.999517, -0.031081, -0.000005, 0.000020, -0.000019, -0.097600, 0.038943, 0.005648, -0.000002, 0.000032, 0.000081, -0.593811, 9.792023, -0.003036, 0.003036, -0.062172, 0.005648, 
11.998000, 0.999518, -0.031052, -0.000005, 0.000020, -0.000019, -0.097376, 0.038943, 0.005680, -0.000002, 0.000031, 0.000081, -0.593406, 9.792048, -0.003056, 0.003056, -0.062115, 0.005680, 
12.008000, 0.999519, -0.031023, -0.000005, 0.000021, -0.000019, -0.097150, 0.038943, 0.005711, -0.000002, 0.000031, 0.000081, -0.592999, 9.792072, -0.003076, 0.003076, -0.062057, 0.005711, 
12.018000, 0.999520, -0.030994, -0.000005, 0.000021, -0.000019, -0.096923, 0.038943, 0.005741, -0.000002, 0.000031, 0.000081, -0.592590, 9.792097, -0.003095, 0.003095, -0.061999, 0.005741, 
12.028000, 0.999520, -0.030965, -0.000005, 0.000021, -0.000020, -0.096694, 0.038943, 0.005771, -0.000002, 0.000031, 0.000081, -0.592179, 9.792121, -0.003114, 0.003114, -0.061940, 0.005771, 
12.038000, 0.999521, -0.030936, -0.000005, 0.000021, -0.000020, -0.096463, 0.038943, 0.005801, -0.000002, 0.000031, 0.000081, -0.591766, 9.792146, -0.003133, 0.003133, -0.061882, 0.005801, 
12.048000, 0.999522, -0.030906, -0.000005, 0.000021, -0.000020, -0.096231, 0.038943, 0.005830, -0.000002, 0.000030, 0.000081, -0.591351, 9.792171, -0.003151, 0.003151, -0.061823, 0.005830, 
12.058000, 0.999523, -0.030877, -0.000005, 0.000021, -0.000020, -0.095997, 0.038943, 0.005859, -0.000002, 0.000030, 0.000081, -0.590934, 9.792196, -0.003170, 0.003170, -0.061763, 0.005859, 
12.068000, 0.999524, -0.030847, -0.000005, 0.000022, -0.000020, -0.095761, 0.038943, 0.005887, -0.000002, 0.000030, 0.000081, -0.590515, 9.792221, -0.003188, 0.003188, -0.061704, 0.005887, 
12.078000, 0.999525, -0.030817, -0.000005, 0.000022, -0.000020, -0.095524, 0.038943, 0.005915, -0.000002, 0.000030, 0.000081, -0.590094, 9.792246, -0.003206, 0.003206, -0.061644, 0.005915, 
12.088000, 0.999526, -0.030787, -0.000005, 0.000022, -0.000020, -0.095286, 0.038943, 0.005943, -0.000002, 0.000030, 0.000081, -0.589671, 9.792271, -0.003223, 0.003223, -0.061584, 0.005943, 
12.098000, 0.999527, -0.030757, -0.000005, 0.000022, -0.000020, -0.095046, 0.038943, 0.005970, -0.000002, 0.000029, 0.000081, -0.589246, 9.792297, -0.003240, 0.003240, -0.061524, 0.005970, 
12.108000, 0.999528, -0.030727, -0.000005, 0.000022, -0.000020, -0.094804, 0.038943, 0.005996, -0.000002, 0.000029, 0.000081, -0.588820, 9.792322, -0.003258, 0.003258, -0.061463, 0.005996, 
12.118000, 0.999529, -0.030696, -0.000005, 0.000022, -0.000020, -0.094561, 0.038943, 0.006023, -0.000002, 0.000029, 0.000081, -0.588391, 9.792348, -0.003275, 0.003275, -0.061402, 0.006023, 
12.128000, 0.999530, -0.030666, -0.000005, 0.000022, -0.000020, -0.094317, 0.038943, 0.006048, -0.000002, 0.000029, 0.000081, -0.587961, 9.792373, -0.003291, 0.003291, -0.061341, 0.006048, 
12.138000, 0.999531, -0.030635, -0.000005, 0.000023, -0.000020, -0.094071, 0.038943, 0.006074, -0.000002, 0.000028, 0.000081, -0.587530, 9.792399, -0.003308, 0.003308, -0.061280, 0.006074, 
12.148000, 0.999532, -0.030604, -0.000005, 0.000023, -0.000020, -0.093823, 0.038943, 0.006099, -0.000002, 0.000028, 0.000081, -0.587096, 9.792425, -0.003324, 0.003324, -0.061218, 0.006099, 
12.158000, 0.999533, -0.030574, -0.000005, 0.000023, -0.000020, -0.093574, 0.038943, 0.006123, -0.000002, 0.000028, 0.000081, -0.586661, 9.792451, -0.003340, 0.003340, -0.061157, 0.006123, 
12.168000, 0.999533, -0.030543, -0.000005, 0.000023, -0.000020, -0.093324, 0.038943, 0.006147, -0.000002, 0.000028, 0.000081, -0.586224, 9.792476, -0.003355, 0.003355, -0.061095, 0.006147, 
12.178000, 0.999534, -0.030511, -0.000005, 0.000023, -0.000020, -0.093072, 0.038943, 0.006171, -0.000002, 0.000028, 0.000081, -0.585786, 9.792502, -0.003371, 0.003371, -0.061032, 0.006171, 
12.188000, 0.999535, -0.030480, -0.000005, 0.000023, -0.000020, -0.092820, 0.038943, 0.006194, -0.000002, 0.000027, 0.000081, -0.585346, 9.792529, -0.003386, 0.003386, -0.060970, 0.006194, 
12.198000, 0.999536, -0.030449, -0.000005, 0.000023, -0.000020, -0.092565, 0.038943, 0.006216, -0.000002, 0.000027, 0.000081, -0.584905, 9.792555, -0.003401, 0.003401, -0.060907, 0.006216, 
12.208000, 0.999537, -0.030417, -0.000005, 0.000024, -0.000020, -0.092310, 0.038943, 0.006239, -0.000002, 0.000027, 0.000081, -0.584462, 9.792581, -0.003416, 0.003416, -0.060844, 0.006239, 
12.218000, 0.999538, -0.030386, -0.000005, 0.000024, -0.000020, -0.092053, 0.038943, 0.006260, -0.000002, 0.000027, 0.000081, -0.584017, 9.792607, -0.003430, 0.003430, -0.060781, 0.006260, 
12.228000, 0.999539, -0.030354, -0.000005, 0.000024, -0.000020, -0.091794, 0.038943, 0.006282, -0.000002, 0.000026, 0.000081, -0.583571, 9.792634, -0.003444, 0.003444, -0.060718, 0.006282, 
12.238000, 0.999540, -0.030322, -0.000005, 0.000024, -0.000020, -0.091535, 0.038943, 0.006303, -0.000002, 0.000026, 0.000081, -0.583124, 9.792660, -0.003458, 0.003458, -0.060654, 0.006303, 
12.248000, 0.999541, -0.030291, -0.000005, 0.000024, -0.000020, -0.091274, 0.038943, 0.006323, -0.000002, 0.000026, 0.000081, -0.582676, 9.792687, -0.003472, 0.003472, -0.060590, 0.006323, 
12.258000, 0.999542, -0.030259, -0.000005, 0.000024, -0.000020, -0.091012, 0.038943, 0.006343, -0.000002, 0.000026, 0.000081, -0.582226, 9.792713, -0.003485, 0.003485, -0.060527, 0.006343, 
12.268000, 0.999543, -0.030227, -0.000005, 0.000024, -0.000020, -0.090749, 0.038943, 0.006363, -0.000002, 0.000025, 0.000081, -0.581774, 9.792740, -0.003499, 0.003499, -0.060462, 0.006363, 
12.278000, 0.999544, -0.030194, -0.000005, 0.000024, -0.000020, -0.090485, 0.038943, 0.006382, -0.000002, 0.000025, 0.000081, -0.581322, 9.792767, -0.003512, 0.003512, -0.060398, 0.006382, 
12.288000, 0.999545, -0.030162, -0.000005, 0.000025, -0.000020, -0.090219, 0.038943, 0.006400, -0.000002, 0.000025, 0.000081, -0.580868, 9.792793, -0.003524, 0.003524, -0.060334, 0.006400, 
12.298000, 0.999546, -0.030130, -0.000005, 0.000025, -0.000020, -0.089953, 0.038943, 0.006419, -0.000001, 0.000025, 0.000081, -0.580413, 9.792820, -0.003537, 0.003537, -0.060269, 0.006419, 
12.308000, 0.999547, -0.030098, -0.000005, 0.000025, -0.000020, -0.089685, 0.038943, 0.006436, -0.000001, 0.000024, 0.000081, -0.579957, 9.792847, -0.003549, 0.003549, -0.060204, 0.006436, 
12.318000, 0.999548, -0.030065, -0.000005, 0.000025, -0.000020, -0.089416, 0.038943, 0.006454, -0.000001, 0.000024, 0.000081, -0.579499, 9.792874, -0.003561, 0.003561, -0.060139, 0.006454, 
12.328000, 0.999549, -0.030033, -0.000005, 0.000025, -0.000020, -0.089146, 0.038943, 0.006471, -0.000001, 0.000024, 0.000081, -0.579041, 9.792901, -0.003573, 0.003573, -0.060074, 0.006471, 
12.338000, 0.999550, -0.030000, -0.000005, 0.000025, -0.000020, -0.088875, 0.038943, 0.006487, -0.000001, 0.000024, 0.000081, -0.578581, 9.792928, -0.003584, 0.003584, -0.060009, 0.006487, 
12.348000, 0.999551, -0.029967, -0.000005, 0.000025, -0.000020, -0.088603, 0.038943, 0.006503, -0.000001, 0.000023, 0.000081, -0.578120, 9.792955, -0.003595, 0.003595, -0.059943, 0.006503, 
12.358000, 0.999552, -0.029934, -0.000005, 0.000025, -0.000020, -0.088330, 0.038943, 0.006518, -0.000001, 0.000023, 0.000081, -0.577659, 9.792982, -0.003606, 0.003606, -0.059878, 0.006518, 
12.368000, 0.999553, -0.029902, -0.000005, 0.000026, -0.000020, -0.088056, 0.038943, 0.006533, -0.000001, 0.000023, 0.000081, -0.577196, 9.793009, -0.003617, 0.003617, -0.059812, 0.006533, 
12.378000, 0.999554, -0.029869, -0.000005, 0.000026, -0.000020, -0.087781, 0.038943, 0.006548, -0.000001, 0.000023, 0.000081, -0.576732, 9.793036, -0.003627, 0.003627, -0.059746, 0.006548, 
12.388000, 0.999555, -0.029836, -0.000005, 0.000026, -0.000020, -0.087505, 0.038943, 0.006562, -0.000001, 0.000022, 0.000081, -0.576268, 9.793063, -0.003637, 0.003637, -0.059680, 0.006562, 
12.398000, 0.999556, -0.029803, -0.000005, 0.000026, -0.000020, -0.087227, 0.038943, 0.006576, -0.000001, 0.000022, 0.000081, -0.575802, 9.793091, -0.003647, 0.003647, -0.059614, 0.006576, 
12.408000, 0.999557, -0.029770, -0.000005, 0.000026, -0.000020, -0.086949, 0.038943, 0.006589, -0.000001, 0.000022, 0.000081, -0.575336, 9.793118, -0.003657, 0.003657, -0.059548, 0.006589, 
12.418000, 0.999558, -0.029736, -0.000005, 0.000026, -0.000020, -0.086671, 0.038943, 0.006602, -0.000001, 0.000022, 0.000081, -0.574869, 9.793145, -0.003666, 0.003666, -0.059481, 0.006602, 
12.428000, 0.999559, -0.029703, -0.000005, 0.000026, -0.000020, -0.086391, 0.038943, 0.006614, -0.000001, 0.000021, 0.000081, -0.574401, 9.793172, -0.003675, 0.003675, -0.059415, 0.006614, 
12.438000, 0.999560, -0.029670, -0.000005, 0.000026, -0.000020, -0.086110, 0.038943, 0.006626, -0.000001, 0.000021, 0.000081, -0.573932, 9.793200, -0.003684, 0.003684, -0.059348, 0.006626, 
12.448000, 0.999561, -0.029637, -0.000005, 0.000026, -0.000020, -0.085829, 0.038943, 0.006637, -0.000001, 0.000021, 0.000081, -0.573463, 9.793227, -0.003693, 0.003693, -0.059282, 0.006637, 
12.458000, 0.999562, -0.029603, -0.000005, 0.000027, -0.000020, -0.085546, 0.038943, 0.006648, -0.000001, 0.000021, 0.000081, -0.572992, 9.793255, -0.003701, 0.003701, -0.059215, 0.006648, 
12.468000, 0.999563, -0.029570, -0.000005, 0.000027, -0.000020, -0.085263, 0.038943, 0.006658, -0.000001, 0.000020, 0.000081, -0.572522, 9.793282, -0.003709, 0.003709, -0.059148, 0.006658, 
12.478000, 0.999564, -0.029536, -0.000005, 0.000027, -0.000020, -0.084979, 0.038943, 0.006668, -0.000001, 0.000020, 0.000081, -0.572050, 9.793309, -0.003717, 0.003717, -0.059081, 0.006668, 
12.488000, 0.999565, -0.029503, -0.000005, 0.000027, -0.000020, -0.084694, 0.038943, 0.006678, -0.000001, 0.000020, 0.000081, -0.571578, 9.793337, -0.003725, 0.003725, -0.059014, 0.006678, 
12.498000, 0.999566, -0.029469, -0.000005, 0.000027, -0.000020, -0.084409, 0.038943, 0.006687, -0.000001, 0.000019, 0.000081, -0.571105, 9.793364, -0.003732, 0.003732, -0.058947, 0.006687, 
12.508000, 0.999567, -0.029436, -0.000005, 0.000027, -0.000020, -0.084123, 0.038943, 0.006696, -0.000001, 0.000019, 0.000081, -0.570632, 9.793392, -0.003739, 0.003739, -0.058880, 0.006696, 
12.518000, 0.999568, -0.029402, -0.000005, 0.000027, -0.000020, -0.083836, 0.038943, 0.006704, -0.000001, 0.000019, 0.000081, -0.570158, 9.793419, -0.003746, 0.003746, -0.058812, 0.006704, 
12.528000, 0.999569, -0.029368, -0.000005, 0.000027, -0.000020, -0.083548, 0.038943, 0.006711, -0.000001, 0.000019, 0.000081, -0.569684, 9.793447, -0.003753, 0.003753, -0.058745, 0.006711, 
12.538000, 0.999570, -0.029335, -0.000005, 0.000027, -0.000020, -0.083260, 0.038943, 0.006719, -0.000001, 0.000018, 0.000081, -0.569210, 9.793474, -0.003759, 0.003759, -0.058678, 0.006719, 
12.548000, 0.999571, -0.029301, -0.000005, 0.000027, -0.000020, -0.082971, 0.038943, 0.006725, -0.000001, 0.000018, 0.000081, -0.568734, 9.793502, -0.003765, 0.003765, -0.058610, 0.006725, 
12.558000, 0.999572, -0.029267, -0.000005, 0.000028, -0.000020, -0.082681, 0.038943, 0.006732, -0.000001, 0.000018, 0.000081, -0.568259, 9.793529, -0.003771, 0.003771, -0.058542, 0.006732, 
12.568000, 0.999573, -0.029233, -0.000005, 0.000028, -0.000020, -0.082391, 0.038943, 0.006738, -0.000001, 0.000017, 0.000081, -0.567783, 9.793557, -0.003776, 0.003776, -0.058475, 0.006738, 
12.578000, 0.999574, -0.029199, -0.000005, 0.000028, -0.000020, -0.082100, 0.038943, 0.006743, -0.000001, 0.000017, 0.000081, -0.567307, 9.793584, -0.003782, 0.003782, -0.058407, 0.006743, 
12.588000, 0.999575, -0.029166, -0.000005, 0.000028, -0.000020, -0.081809, 0.038943, 0.006748, -0.000001, 0.000017, 0.000081, -0.566831, 9.793612, -0.003786, 0.003786, -0.058340, 0.006748, 
12.598000, 0.999576, -0.029132, -0.000005, 0.000028, -0.000020, -0.081517, 0.038943, 0.006753, -0.000001, 0.000017, 0.000081, -0.566354, 9.793639, -0.003791, 0.003791, -0.058272, 0.006753, 
12.608000, 0.999577, -0.029098, -0.000005, 0.000028, -0.000020, -0.081224, 0.038943, 0.006757, -0.000001, 0.000016, 0.000081, -0.565877, 9.793667, -0.003796, 0.003796, -0.058204, 0.006757, 
12.618000, 0.999578, -0.029064, -0.000005, 0.000028, -0.000020, -0.080931, 0.038943, 0.006760, -0.000001, 0.000016, 0.000081, -0.565400, 9.793694, -0.003800, 0.003800, -0.058136, 0.006760, 
12.628000, 0.999579, -0.029030, -0.000005, 0.000028, -0.000020, -0.080638, 0.038943, 0.006763, -0.000001, 0.000016, 0.000081, -0.564923, 9.793722, -0.003804, 0.003804, -0.058069, 0.006763, 
12.638000, 0.999580, -0.028996, -0.000005, 0.000028, -0.000020, -0.080344, 0.038943, 0.006766, -0.000001, 0.000015, 0.000081, -0.564446, 9.793749, -0.003808, 0.003808, -0.058001, 0.006766, 
12.648000, 0.999581, -0.028962, -0.000005, 0.000028, -0.000020, -0.080050, 0.038943, 0.006768, -0.000001, 0.000015, 0.000081, -0.563968, 9.793776, -0.003811, 0.003811, -0.057933, 0.006768, 
12.658000, 0.999581, -0.028929, -0.000005, 0.000028, -0.000020, -0.079755, 0.038943, 0.006770, -0.000001, 0.000015, 0.000081, -0.563491, 9.793804, -0.003814, 0.003814, -0.057865, 0.006770, 
12.668000, 0.999582, -0.028895, -0.000005, 0.000028, -0.000020, -0.079460, 0.038943, 0.006771, -0.000001, 0.000015, 0.000081, -0.563013, 9.793831, -0.003817, 0.003817, -0.057797, 0.006771, 
12.678000, 0.999583, -0.028861, -0.000005, 0.000028, -0.000020, -0.079164, 0.038943, 0.006772, -0.000001, 0.000014, 0.000081, -0.562536, 9.793859, -0.003820, 0.003820, -0.057729, 0.006772, 
12.688000, 0.999584, -0.028827, -0.000005, 0.000029, -0.000020, -0.078868, 0.038943, 0.006772, -0.000001, 0.000014, 0.000081, -0.562058, 9.793886, -0.003822, 0.003822, -0.057662, 0.006772, 
12.698000, 0.999585, -0.028793, -0.000005, 0.000029, -0.000020, -0.078572, 0.038943, 0.006772, -0.000001, 0.000014, 0.000081, -0.561581, 9.793913, -0.003824, 0.003824, -0.057594, 0.006772, 
12.708000, 0.999586, -0.028759, -0.000005, 0.000029, -0.000020, -0.078275, 0.038943, 0.006772, -0.000001, 0.000013, 0.000081, -0.561104, 9.793941, -0.003826, 0.003826, -0.057526, 0.006772, 
12.718000, 0.999587, -0.028725, -0.000005, 0.000029, -0.000020, -0.077978, 0.038943, 0.006771, -0.000001, 0.000013, 0.000081, -0.560627, 9.793968, -0.003828, 0.003828, -0.057458, 0.006771, 
12.728000, 0.999588, -0.028691, -0.000005, 0.000029, -0.000020, -0.077681, 0.038943, 0.006769, -0.000001, 0.000013, 0.000082, -0.560150, 9.793995, -0.003829, 0.003829, -0.057390, 0.006769, 
12.738000, 0.999589, -0.028657, -0.000005, 0.000029, -0.000020, -0.077383, 0.038943, 0.006768, -0.000001, 0.000013, 0.000082, -0.559673, 9.794022, -0.003830, 0.003830, -0.057323, 0.006768, 
12.748000, 0.999590, -0.028624, -0.000005, 0.000029, -0.000021, -0.077085, 0.038943, 0.006765, -0.000001, 0.000012, 0.000082, -0.559196, 9.794049, -0.003831, 0.003831, -0.057255, 0.006765, 
12.758000, 0.999591, -0.028590, -0.000005, 0.000029, -0.000021, -0.076787, 0.038943, 0.006762, -0.000001, 0.000012, 0.000082, -0.558720, 9.794077, -0.003832, 0.003832, -0.057187, 0.006762, 
12.768000, 0.999592, -0.028556, -0.000005, 0.000029, -0.000021, -0.076489, 0.038943, 0.006759, -0.000001, 0.000012, 0.000082, -0.558244, 9.794104, -0.003832, 0.003832, -0.057120, 0.006759, 
12.778000, 0.999593, -0.028522, -0.000005, 0.000029, -0.000021, -0.076191, 0.038943, 0.006756, -0.000001, 0.000011, 0.000082, -0.557768, 9.794131, -0.003832, 0.003832, -0.057052, 0.006756, 
12.788000, 0.999594, -0.028488, -0.000005, 0.000029, -0.000021, -0.075892, 0.038943, 0.006751, -0.000001, 0.000011, 0.000082, -0.557293, 9.794158, -0.003832, 0.003832, -0.056985, 0.006751, 
12.798000, 0.999595, -0.028455, -0.000005, 0.000029, -0.000021, -0.075593, 0.038943, 0.006747, -0.000001, 0.000011, 0.000082, -0.556818, 9.794185, -0.003832, 0.003832, -0.056917, 0.006747, 
12.808000, 0.999596, -0.028421, -0.000005, 0.000029, -0.000021, -0.075295, 0.038943, 0.006742, -0.000001, 0.000010, 0.000082, -0.556343, 9.794212, -0.003831, 0.003831, -0.056850, 0.006742, 
12.818000, 0.999597, -0.028387, -0.000005, 0.000029, -0.000021, -0.074996, 0.038943, 0.006736, -0.000001, 0.000010, 0.000082, -0.555869, 9.794239, -0.003830, 0.003830, -0.056782, 0.006736, 
12.828000, 0.999598, -0.028354, -0.000005, 0.000029, -0.000021, -0.074697, 0.038943, 0.006731, -0.000001, 0.000010, 0.000082, -0.555396, 9.794265, -0.003829, 0.003829, -0.056715, 0.006731, 
12.838000, 0.999599, -0.028320, -0.000005, 0.000029, -0.000021, -0.074397, 0.038943, 0.006724, -0.000001, 0.000009, 0.000082, -0.554923, 9.794292, -0.003827, 0.003827, -0.056648, 0.006724, 
12.848000, 0.999600, -0.028287, -0.000005, 0.000029, -0.000021, -0.074098, 0.038943, 0.006717, -0.000001, 0.000009, 0.000082, -0.554450, 9.794319, -0.003826, 0.003826, -0.056581, 0.006717, 
12.858000, 0.999601, -0.028253, -0.000005, 0.000030, -0.000021, -0.073799, 0.038943, 0.006710, -0.000001, 0.000009, 0.000082, -0.553978, 9.794346, -0.003824, 0.003824, -0.056514, 0.006710, 
12.868000, 0.999602, -0.028220, -0.000005, 0.000030, -0.000021, -0.073500, 0.038943, 0.006703, -0.000000, 0.000009, 0.000082, -0.553507, 9.794372, -0.003821, 0.003821, -0.056447, 0.006703, 
